"State","City","Street","Zipcode","Bedrooms","Bathrooms","Area","PPSq","LotArea","MarketEstimate","RentEstimate","Latitude","Longitude","Price"
"AL","Mobile","Montfort Rd S","36608",0.581083940498451,2.36706103738338,-0.432038114121648,-0.680432350068038,-0.126267402011762,-0.339105436833293,-0.31437171076201,30.70528,-88.17934,-0.315864288799324
"AL","Haleyville","25th St","35565",-0.425427985824988,-0.402852424356873,-0.553092534541564,-0.518510389858225,-0.129394070967079,-0.30927316868049,-0.436497291408534,34.23136,-87.618965,-0.28881907951645
"AL","Dothan","Woodland Dr","36301",-0.425427985824988,-1.32615691160362,-0.546549052356703,-0.657849065591619,-0.131868264759428,-0.341369932435651,-0.345581581371677,31.201424,-85.413605,-0.322195943146485
"AL","Dothan","Frankfort Dr","36305",-0.425427985824988,-0.402852424356873,-0.61443768002463,-0.40424441391899,-0.1399138445734,-0.277964055569627,-0.30650139556479,31.2081,-85.44741,-0.270728638524561
"AL","Huntsville","W Tuliptree Dr SE","35803",0.581083940498451,-0.402852424356873,-0.104046069605524,-0.365672236625765,-0.136812380354846,-0.180098463015548,-0.232954656997661,34.63312,-86.536224,-0.175663371112187
"AL","Foley","E Myrtle Ave","36535",-0.425427985824988,-0.402852424356873,-0.306076082063086,-0.296554871905605,1.85665374612074,-0.198805165817636,-0.180304962230049,30.404478,-87.67821,-0.189321654061063
"AL","Alabaster","Blue Spring Pl","35007",-0.425427985824988,0.520452062889877,-0.201380367105321,-0.385473415381136,-0.138363112464123,-0.200971205089457,-0.265250088324187,33.22804,-86.83084,-0.198366874557007
"AL","Chelsea","Highway 440","35043",-0.425427985824988,-0.402852424356873,-0.573540916369252,-0.133990589081978,-0.0181813739951552,-0.204318720327725,-0.334725974203098,33.354427,-86.59509,-0.199180944401642
"AL","Madison","Tynedale Dr","35756",0.581083940498451,0.520452062889877,0.186320952347654,-0.352381751274897,-0.143015308791954,-0.121123121023704,-0.168635184523826,34.69121,-86.78906,-0.121392048136521
"AL","Mobile","Laurel St","36604",-0.425427985824988,-1.32615691160362,-0.520375123617262,-0.338104996500474,-0.14707822691826,-0.248820981730586,-0.34151072868346,30.681978,-88.07807,-0.238979914583797
"AL","Huntsville","Hickory Hill Ln SE","35802",0.581083940498451,0.520452062889877,0.612465229636683,-0.437946842454198,-0.123631157425991,-0.103696350518601,-0.107572394200564,34.660194,-86.5568,-0.0898242286056752
"AL","Alabaster","Hickory Hills Dr","35007",-0.425427985824988,-0.402852424356873,-0.260271706769064,-0.472003782298984,-0.122855791371353,-0.244488903186944,-0.271763452625334,33.257935,-86.80834,-0.234457304335825
"AL","Hazel Green","Will Holt Rd","35750",-0.425427985824988,-0.402852424356873,-0.122858580886997,-0.817401793899575,-0.115877496879606,-0.35672911999947,-0.491589497789077,34.97667,-86.65006,-0.32943211954324
"AL","Mobile","Macy Pl","36604",-0.425427985824988,-0.402852424356873,0.268932414931515,-0.115784132472855,-0.145814380249199,0.000962728842551793,-0.0218130975687831,30.685225,-88.0755,-0.0092313139868114
"AL","Bay Minette","Tanner Ln","36507",-0.425427985824988,-0.402852424356873,-0.218557007840579,-0.578336779633131,0.073311820452188,-0.288695795598193,-0.212600393556574,30.810877,-87.80625,-0.261683418028617
"AL","Gadsden","Edison Ave","35904",-0.425427985824988,0.520452062889877,0.340092783691872,-0.445710798398921,-0.0484206501260568,-0.138451435198269,-0.232954656997661,34.057,-86.01735,-0.135050331085397
"AL","Duncanville","Colonial Dr","35456",0.581083940498451,0.520452062889877,1.16947915062292,-0.912454966716354,-0.00422478501166217,-0.301002836915356,-0.229155194488658,33.118427,-87.47632,-0.28881907951645
"AL","Huntsville","Craft Ave NW","35816",-0.425427985824988,-0.402852424356873,-0.659424120045544,-0.456655815504658,-0.0817613904755123,-0.315968199157026,-0.288861033915848,34.7451,-86.612724,-0.289633149361085
"AL","Mobile","N Gulf Field Dr","36605",1.58759586682189,1.44375655013663,-0.508106094520649,-0.720937684531836,-0.1450622751762,-0.354563080727649,-0.423199172627024,30.6478,-88.08221,-0.334045181996172
"AL","Mobile","Middle Ring Rd","36608",0.581083940498451,-0.402852424356873,-0.893353608154301,-0.551110548216822,-0.14514756544221,-0.361356567534723,-0.36864974660491,30.71276,-88.191345,-0.341190906187968
"AL","Dothan","Meadowbrook Dr","36303",-0.425427985824988,-0.402852424356873,-0.37805438609655,-0.619843915740209,-0.159297995939362,-0.317740413106698,-0.332012072410953,31.240427,-85.43404,-0.293251237559463
"AL","Dothan","Foxrun Trl","36303",1.58759586682189,0.520452062889877,0.282837314574344,-0.600272248562972,-0.123787085034775,-0.220465558535843,-0.178948011333977,31.257858,-85.4552,-0.208226164897586
"AL","Helena","Southwind Dr","35080",-0.425427985824988,-0.402852424356873,0.0521795675580169,-0.510948257125494,-0.128283353753822,-0.204909458310949,-0.274205964238265,33.27857,-86.830025,-0.202979937009939
"AL","Gulf Shores","Muscogee Rd","36542",-0.425427985824988,0.520452062889877,-0.704410560066459,0.604844949109783,-0.1481714930553,-0.0817405888087827,-0.0701205494689634,30.232487,-87.977135,-0.0698342913096383
"AL","Mobile","Hamilton Creek Dr N","36695",-0.425427985824988,0.520452062889877,-0.194836884920461,-0.47404686272373,-0.128229078129998,-0.233658706827841,-0.232954656997661,30.635536,-88.270996,-0.22550253604484
"AL","Mobile","General Lee Ave","36619",0.581083940498451,-0.402852424356873,-0.261089642042171,-0.442236656613884,-0.132687432944169,-0.285545193021,-0.273663183879836,30.582676,-88.18447,-0.22550253604484
"AL","Madison","Mill Walk Ct","35758",1.58759586682189,2.36706103738338,1.46966139585339,-0.261337836051261,-0.128283353753822,0.183894590980861,0.402098362364261,34.700047,-86.76704,0.158919335032793
"AL","Foley","E Myrtle Ave","36535",-0.425427985824988,-0.402852424356873,-0.625888773848135,-0.238261347235459,-0.141231966866285,-0.246359573467153,-0.232954656997661,30.404423,-87.67775,-0.234457304335825
"AL","Mobile","Dixie Ln","36693",-0.425427985824988,-0.402852424356873,-0.660242055318652,-0.513417156466139,-0.141402547398306,-0.317543500445623,-0.395788764526359,30.637695,-88.179756,-0.302386910260367
"AL","Pinson","Shelterwood Cir","35126",0.581083940498451,0.520452062889877,0.248484033103827,-0.654171860721707,-0.157747263830085,-0.244390446856407,-0.247609726675244,33.768818,-86.62087,-0.234457304335825
"AL","Enterprise","Highway 134","36330",-0.425427985824988,-1.32615691160362,-0.900715025612269,-0.634999452657528,-0.0507467482899723,-0.385478368516362,-0.450338190548473,31.317612,-85.91449,-0.356658233236032
"AL","Huntsville","River Mill Rd","35811",0.581083940498451,1.44375655013663,1.13185412805997,-0.26721676364173,-0.122080425316714,0.110052343077883,0.208597164584325,34.79965,-86.48301,0.0911706335181705
"AL","Huntsville","Mountainbrook Dr SE","35801",1.58759586682189,1.44375655013663,0.976446426169539,-0.683080007439992,-0.12440652348063,-0.187974969458533,0.146448813544205,34.721184,-86.550224,-0.171140760864215
"AL","Foley","Live Oak Ave","36555",-0.425427985824988,-0.402852424356873,-0.849185103406494,0.0482418651092532,-0.133710916136292,-0.236809309405035,-0.124669975491077,30.405363,-87.77882,-0.22541208383988
"AL","Loxley","Landmark Ave","36551",-0.425427985824988,-0.402852424356873,-0.57108711054993,-0.298012938453842,-0.145884163194116,-0.249116350722198,-0.260093674919111,30.63612,-87.78366,-0.238165844739162
"AL","Alabaster","Forest Hills Cir","35007",1.58759586682189,0.520452062889877,0.436609145918561,-0.298862631370377,-0.112000666606414,-0.094835280770244,-0.120870512982074,33.203835,-86.80198,-0.054457416466533
"AL","Mobile","Dawes Service Rd","36695",0.581083940498451,0.520452062889877,-0.273358671138785,-0.704996085173706,-0.101401412639506,-0.323450880277861,-0.287504083019775,30.675133,-88.23147,-0.306819068303379
"AL","Mobile","Middle Ring Rd","36608",-0.425427985824988,-0.402852424356873,-0.739581776810083,-0.701078791582746,-0.141549866948687,-0.371596025910603,-0.355080237644185,30.712626,-88.19037,-0.352045170783101
"AL","Enterprise","Plaza Dr","36330",-0.425427985824988,-0.402852424356873,-0.646337155675824,-0.511512275682477,-0.123631157425991,-0.316952762462399,-0.242724703449383,31.295835,-85.833595,-0.300035152931421
"AL","Cullman","6th St SE","35055",-0.425427985824988,-0.402852424356873,-0.642247479310286,-0.124210133362702,-0.142239942737315,-0.22056401486638,-0.273663183879836,34.17533,-86.83396,-0.211844253095964
"AL","Mobile","Ralston Rd","36606",-0.425427985824988,-0.402852424356873,-0.38132612718898,-0.763823451722097,-0.0817613904755123,-0.354366168066575,-0.310572248253007,30.680765,-88.10756,-0.333954729791212
"AL","Tuscaloosa","Pin Oak Dr","35405",0.581083940498451,0.520452062889877,0.387533029532109,-0.524035297513606,-0.122855791371353,-0.175569471810832,-0.229155194488658,33.178677,-87.47292,-0.16218599257323
"AL","Mobile","Forest Glen Dr W","36618",-0.425427985824988,-0.402852424356873,-0.499926741789574,-0.377184401457285,-0.140960588747162,-0.255909837529272,-0.29863108036757,30.714804,-88.147964,-0.245402021135917
"AL","Daphne","Lakeview Loop","36526",-0.425427985824988,-0.402852424356873,-0.345336975172248,-0.475762685008615,-0.140689210628038,-0.260438828733987,-0.0975309575696276,30.65488,-87.892334,-0.248025135079741
"AL","Birmingham","Lance Way","35206",0.581083940498451,0.520452062889877,2.73500726335075,-0.987661402196292,-0.131384817972376,-0.286825125317985,0.0742590258731488,33.57317,-86.68901,-0.270638186319602
"AL","Dothan","Candle Brook Dr","36303",-1.43193991214843,-0.402852424356873,-0.531826217440768,-0.577448326429847,-0.143790674846592,-0.317543500445623,-0.260093674919111,31.26417,-85.422714,-0.300577866161178
"AL","Birmingham","Harris Rd","35217",0.581083940498451,0.520452062889877,1.6226152919245,-1.00119424725026,-0.0747830959837658,-0.344126709690695,-0.295374398216996,33.588623,-86.73935,-0.324999961500227
"AL","Prattville","Buena Vista Blvd","36067",-0.425427985824988,-0.402852424356873,-0.494201194877821,-0.3858252985034,-0.149218237229062,-0.258272789462167,-0.291574935707993,32.428448,-86.45171,-0.24666835200535
"AL","Headland","State Highway 134 W","36345",-0.425427985824988,0.520452062889877,0.00146758062534935,-0.692398893678566,-0.0724569978198503,-0.430669824232984,-0.23892524094038,31.333715,-85.39057,-0.275160796567574
"AL","Newton","S College St","36352",-0.425427985824988,-0.402852424356873,-0.456576172314874,-0.707078400927853,-0.121305059262076,-0.345997379970904,-0.344496020654819,31.332989,-85.599846,-0.325460363223471
"AL","Dora","Warrior Jasper Rd","35062",-0.425427985824988,-0.402852424356873,-0.396048962104916,-0.287407626154041,0.050050838813033,-0.228637433970439,-0.332554852769382,33.748173,-86.981186,-0.203251293624817
"AL","Birmingham","Renfro Rd","35216",0.581083940498451,0.520452062889877,0.309011243313785,-0.380769328992071,-0.107348470278583,-0.10300715620484,-0.0527515779992356,33.41161,-86.79205,-0.112346827640577
"AL","Daphne","Ivy Cir","36526",1.58759586682189,-0.402852424356873,-0.164573279815482,-0.362077628691445,-0.150768969338339,-0.191814766349487,-0.151537603233312,30.637468,-87.89588,-0.184708591608131
"AL","Prichard","Dade St","36610",-0.425427985824988,-1.32615691160362,-0.72076926552861,-0.968373510570097,-0.147620983156507,-0.432442038182656,-0.395788764526359,30.740385,-88.093895,-0.406316493758767
"AL","Mobile","Hounds Run S","36608",0.581083940498451,0.520452062889877,0.0914404606671789,-0.704568298509886,-0.136277377777145,-0.283576066410254,-0.205815639076212,30.68334,-88.198875,-0.270638186319602
"AL","Logan","County Road 818","35098",-0.425427985824988,-0.402852424356873,-0.698685013154706,-0.129962023087356,-0.0662540693827423,-0.232871056183543,-0.312471979507509,34.12248,-87.05896,-0.22541208383988
"AL","Grand Bay","Knoke Ave","36541",-0.425427985824988,-0.402852424356873,-0.681508372419448,-0.375130880500491,-0.123165937793208,-0.295784651396879,-0.369192526963339,30.476803,-88.33238,-0.275160796567574
"AL","Tuscaloosa","Old Greensboro Rd","35405",-0.425427985824988,0.520452062889877,-0.753486676452912,-0.342778218119577,-0.0429930877435872,-0.298246059660312,-0.377877012698203,33.056057,-87.570274,-0.280587928865141
"AL","Theodore","Lancaster Rd","36582",0.581083940498451,-0.402852424356873,0.0243697682723605,-0.0646686042039768,0.0136939245110336,-0.0395028230082797,-0.32522731793059,30.50111,-88.165405,-0.0445085784430438
"AL","Salem","Lee Road 638","36874",0.581083940498451,0.520452062889877,-0.122858580886997,-0.75499724526211,-0.102696273950752,-0.327389133499354,-0.112728807605639,32.667465,-85.18102,-0.308628112402568
"AL","Wilmer","Trace Ln","36587",-0.425427985824988,-0.402852424356873,-0.103228134332416,-0.915889195207472,-0.12320470609594,-0.388432058432481,-0.534740536284182,30.877403,-88.30783,-0.361180843484005
"AL","Huntsville","Acorn Grove Ln SW","35824",-0.425427985824988,0.520452062889877,0.321280272410398,-0.38555051219769,-0.148442871174423,-0.111572856961585,-0.128740828179295,34.660786,-86.73575,-0.112346827640577
"AL","Mobile","Fathbrook Ln","36693",-0.425427985824988,-0.402852424356873,-0.737945906263868,-0.395253376646134,-0.147349605037383,-0.303759614170401,-0.316000051837297,30.620256,-88.145485,-0.288728627311491
"AL","Gadsden","N Thirtieth St","35904",0.581083940498451,-0.402852424356873,-0.679872501873233,-0.645482866975043,-0.145948029433879,-0.386561388152273,-0.397959885960075,34.023613,-86.0518,-0.333954729791212
"AL","Enterprise","Kate St","36330",-0.425427985824988,-1.32615691160362,-0.723223071347933,-0.600932329344285,-0.132935550081653,-0.348557244564874,-0.405558810978081,31.30808,-85.871994,-0.32943211954324
"AL","Wetumpka","Jug Factory Rd","36093",0.581083940498451,0.520452062889877,0.879930063942849,-0.547424969070219,0.117507685566583,-0.125061374245196,-0.115985489756213,32.53193,-86.11993,-0.107824217392604
"AL","Montgomery","E Delano Ave","36105",-0.425427985824988,-0.402852424356873,-0.57108711054993,-0.695985388198359,-0.139138478518761,-0.354661537058186,-0.444910386964183,32.337,-86.29974,-0.334045181996172
"AL","Birmingham","Chase Ln #3015","35215",-2.43845183847187,-1.32615691160362,-1.13300864317481,-0.750294293770591,-0.159297995939362,-0.422596405128925,-0.520356856785813,33.66169,-86.67905,-0.397361725467782
"AL","Troy","County Road 2225","36079",-0.425427985824988,-0.402852424356873,-0.168662956181019,-0.387861789283544,0.073311820452188,-0.206090934277396,-0.21477151499029,31.705172,-85.99862,-0.193753812104075
"AL","Pelham","Trail Ridge Dr","35124",-0.425427985824988,0.520452062889877,0.319644401864183,-0.597922459886843,-0.0910657831311744,-0.210816838143187,-0.192517520294701,33.338062,-86.79956,-0.20279903260002
"AL","Dothan","Griffin Dr","36303",-1.43193991214843,-0.402852424356873,-0.288899441327828,-0.609179672527095,-0.10889920238786,-0.295095457083118,-0.31437171076201,31.256407,-85.43638,-0.279692452036042
"AL","Montgomery","George B Edmondson Dr","36110",-0.425427985824988,-1.32615691160362,-0.880266643784581,-0.831371110252956,-0.146892139065146,-0.414719898685941,-0.463636309329984,32.40325,-86.28537,-0.389130574816473
"AL","Tuscaloosa","Laurel Lake Dr","35405",0.581083940498451,-0.402852424356873,-0.274176606411892,-0.411365468808921,-0.136812380354846,-0.22676676369023,-0.234582998072948,33.141556,-87.568474,-0.218175907443125
"AL","Irvington","Oak St","36544",-0.425427985824988,-0.402852424356873,-0.508106094520649,-0.473994295145125,-0.0970903773757155,-0.290960291200551,-0.327941219722735,30.467716,-88.23551,-0.271343713518286
"AL","Montgomery","Valley Brook Ln","36117",0.581083940498451,-0.402852424356873,-0.522010994163477,-0.524327977472433,-0.137587746409484,-0.300609011593207,-0.327941219722735,32.408894,-86.201035,-0.286015061162707
"AL","Cullman","County Road 710","35055",0.581083940498451,-0.402852424356873,-0.430402243575433,-0.681061421332939,0.212877710287118,-0.333296513331592,-0.226984073054942,34.148727,-86.77304,-0.315864288799324
"AL","Webb","Ben Ivey Rd","36376",0.581083940498451,-0.402852424356873,-0.665149666957297,-0.918683597288715,-0.156960861803136,-0.418855064568508,-0.36864974660491,31.22486,-85.25838,-0.39283911521981
"AL","Huntsville","Lynn Rd NW","35810",0.581083940498451,-0.402852424356873,-0.503198482882004,-0.5450092520885,-0.129058719808461,-0.303562701509326,-0.332554852769382,34.78267,-86.58862,-0.288728627311491
"AL","Guntersville","Wray Rd","35976",-0.425427985824988,0.520452062889877,0.0186442213606077,-0.834664270515607,-0.120529693207437,-0.342551408402098,-0.232954656997661,34.300037,-86.39073,-0.324999961500227
"AL","Birmingham","27th St","35218",-0.425427985824988,-0.402852424356873,-0.579266463281005,-0.654358573521872,-0.146116773010508,-0.352200128794754,-0.392532082375785,33.501514,-86.89199,-0.324909509295268
"AL","Semmes","Wulff Rd S","36575",0.581083940498451,-0.402852424356873,0.322098207683506,-0.546880504553088,-0.0884217848848571,-0.18659658083101,-0.1718918666744,30.761631,-88.292496,-0.180801960875933
"AL","Arab","Ruth Rd","35016",-0.425427985824988,-0.402852424356873,-0.338793492987388,-0.573019901378823,-0.0817613904755123,-0.288892708259268,-0.279633767822555,34.356606,-86.522484,-0.275160796567574
"AL","Guntersville","Buttercup Dr #425-427","35976",-1.43193991214843,-1.32615691160362,-0.982508552923023,-0.285356481011289,-0.143015308791954,-0.335856377925562,-0.395788764526359,34.42224,-86.25966,-0.311350723771847
"AL","Clanton","County Road 32","35046",-0.425427985824988,-0.402852424356873,-0.796837245927611,-0.392981147938375,0.00740570580791535,-0.313309878232519,-0.397417105601646,32.878918,-86.56741,-0.297864300012394
"AL","Rogersville","County Road 165","35652",-0.425427985824988,0.520452062889877,-0.593989298196941,-0.475606266923796,-0.120529693207437,-0.300904380584819,-0.36864974660491,34.81635,-87.262695,-0.284296469268478
"AL","Vernon","Pennington Ln","35592",-0.425427985824988,-1.32615691160362,-0.768209511368847,-0.8223505447805,0.150848425916038,-0.404677352971136,-0.273663183879836,33.787724,-88.165764,-0.379180832270934
"AL","Gallion","Maple St","36742",-0.425427985824988,-0.402852424356873,0.65336199329206,-0.459676009294666,0.305921636843738,-0.0926692414984233,-0.0541085288953082,32.512672,-87.71695,-0.0942563866486879
"AL","Wilmer","Fillingim Rd","36587",0.581083940498451,0.520452062889877,0.339274848418764,-0.55070651661339,0.0190361966274929,-0.185907386517249,-0.423199172627024,30.790745,-88.30819,-0.180185981360159
"AL","Cullman","Barton Dr NE","35055",-0.425427985824988,-0.402852424356873,0.182231275982116,-0.601676591199515,-0.118203595043522,-0.231000385903334,-0.287504083019775,34.191113,-86.81209,-0.220889473591908
"AL","Anniston","Parkwood Dr","36201",-0.425427985824988,-0.402852424356873,-0.908076443070237,-0.339379960361991,-0.120529693207437,-0.323253967616787,-0.441382314634395,33.688515,-85.862495,-0.306819068303379
"AL","Grand Bay","Deer Cir","36541",0.581083940498451,0.520452062889877,0.223945974910601,-0.311551698382155,0.0190361966274929,-0.0940476301259455,-0.00254439484455378,30.559324,-88.4035,-0.0984081428563264
"AL","Stevenson","County Road 370","35772",0.581083940498451,-0.402852424356873,-0.303622276243764,-0.450816774177309,-0.106573104223944,-0.245867291814467,-0.287504083019775,34.907852,-85.76508,-0.234547756540784
"AL","Huntsville","Antietam Rd SE","35803",-0.425427985824988,-0.402852424356873,-0.547366987629811,-0.263757189660323,-0.143015308791954,-0.236809309405035,-0.287504083019775,34.61809,-86.54882,-0.22541208383988
"AL","Saraland","Deer Run Dr","36571",-0.425427985824988,-0.402852424356873,-0.243913001306913,-0.602972616548293,-0.123181445114301,-0.283576066410254,-0.287504083019775,30.841074,-88.08948,-0.272447230418791
"AL","Athens","Rolling Vista Dr","35613",0.581083940498451,-0.402852424356873,-0.158847732903729,-0.309831316370783,-0.143790674846592,-0.170942024275579,-0.202016176567209,34.75443,-86.88578,-0.166708602821202
"AL","Owens Cross Roads","Eastwood Dr","35763",-0.425427985824988,-0.402852424356873,-0.386233738827625,-0.211577346493576,-0.0313625969240097,-0.186498124500473,-0.196588372982919,34.61488,-86.45121,-0.180276433565118
"AL","Scottsboro","Woodall Ln","35768",-0.425427985824988,-0.402852424356873,-0.441853337398938,-0.33891947635669,-0.130609451917738,-0.23661239674396,-0.386290108253852,34.67045,-86.05488,-0.22550253604484
"AL","Montgomery","Cottingham Dr","36106",0.581083940498451,-0.402852424356873,-0.364967421726829,-0.768825046704264,-0.137890139170793,-0.353381604761201,-0.343139069758747,32.34567,-86.23511,-0.333955634313262
"AL","Chickasaw","6th St","36611",-1.43193991214843,-1.32615691160362,-0.662695861137974,-0.794623762534876,-0.146845617101868,-0.386758300813347,-0.423199172627024,30.762444,-88.08054,-0.36516074050222
"AL","Centreville","Wilson Rd","35042",-0.425427985824988,-0.402852424356873,-0.587445816012081,-0.650979900642157,-0.112000666606414,-0.344914360334993,-0.355080237644185,32.98726,-87.21477,-0.324999961500227
"AL","Birmingham","5th Way Cir NW","35215",-0.425427985824988,0.520452062889877,-0.109771616517276,-0.591570770586939,-0.126732621644545,-0.298836797643536,-0.376791451981345,33.642715,-86.702225,-0.252547745327713
"AL","Dothan","Wimbledon Dr","36305",0.581083940498451,-0.402852424356873,0.0938942664865016,-0.513817824241208,-0.132935550081653,-0.206583215930083,-0.161307649685034,31.211576,-85.453156,-0.198276422352048
"AL","Dothan","Granberry Dr","36303",-0.425427985824988,-1.32615691160362,-0.684780113511878,-0.643393571009138,-0.132935550081653,-0.363128781484394,-0.399859617214577,31.275568,-85.43938,-0.334045181996172
"AL","Florence","Malone Cir","35630",-0.425427985824988,-0.402852424356873,-0.698685013154706,-0.42542716891539,-0.141464576682677,-0.30415343949255,-0.315728661658083,34.825504,-87.6715,-0.28881907951645
"AL","Mobile","S Georgia Ave","36604",0.581083940498451,0.520452062889877,1.30607434123188,-0.133881447258484,-0.147636490477599,0.237750203784765,0.298698704083537,30.680508,-88.06529,0.207853977915852
"AL","Montgomery","Greensboro Dr","36108",-0.425427985824988,-0.402852424356873,-0.921163407439958,-0.593939244952548,-0.144566040901231,-0.375041997479408,-0.463636309329984,32.303844,-86.34714,-0.352045170783101
"AL","Huntsville","Marymont Dr NW","35810",-0.425427985824988,-0.402852424356873,-0.659424120045544,-0.351053177467819,-0.136037014300207,-0.279145531536075,-0.316000051837297,34.778187,-86.605255,-0.26611557607163
"AL","Huntsville","Kenwood Dr NW","35810",0.581083940498451,-0.402852424356873,-0.455758237041766,-0.41519291769037,-0.125957255589907,-0.259552721759152,-0.332826242948596,34.784073,-86.58795,-0.248115587284701
"AL","Prattville","Buckeye Cir","36067",-0.425427985824988,-0.402852424356873,-0.803380728112472,-0.457280683185349,0.311349199226208,-0.33556100893395,-0.395788764526359,32.59268,-86.69812,-0.311341678551351
"AL","Fairhope","Wisteria St","36532",0.581083940498451,1.44375655013663,1.02879428364842,-0.312309165422116,-0.128283353753822,0.0233123158745196,0.09244216788052,30.51387,-87.90105,0.0459445310384489
"AL","Eufaula","Highway 30","36027",-0.425427985824988,-1.32615691160362,-0.744489388448729,-0.544381893610665,-0.12440652348063,-0.34392979702962,-0.423199172627024,31.872173,-85.21629,-0.320386899047296
"AL","Mobile","Spring Grv N","36695",-0.425427985824988,-0.402852424356873,-0.480296295234993,-0.347609096830091,-0.143426252800912,-0.244095077864795,-0.265792868682616,30.644339,-88.25151,-0.234457304335825
"AL","Birmingham","47th St W","35208",0.581083940498451,-0.402852424356873,-0.0108014484712638,-0.866777648277999,-0.146892139065146,-0.360568916890425,-0.414243296712945,33.48694,-86.90086,-0.338567792244144
"AL","Florence","Edgewood Dr","35630",-0.425427985824988,-1.32615691160362,-0.848367168133386,-0.371853697081136,-0.1499936032837,-0.319217258064757,-0.450338190548473,34.817142,-87.68756,-0.302386910260367
"AL","Boaz","Fire Tower Rd","35956",1.58759586682189,0.520452062889877,0.349908006969162,-0.765947946418948,0.09812353420062,-0.298738341312998,-0.234040217714519,34.157356,-86.18112,-0.271542708369196
